PWS.ID,Primary.Source,Service.Connections.Count,Longitude,Latitude,Population.2016,Population.2021,Population.Change,Maximum.contaminant.levels.violation,Treatment.technique.violation,Health.violation,Monitoring.and.reporting.violation,SAFER.STATUS
CA2800625,Ground water,227,-122.47478329643288,38.54221413792983,950,860,-0.09473684210526316,0.0,0.0,0.0,0.0,Not At-Risk
CA2310009,Surface water,1554,-123.41596895854757,39.46107242052699,3800,3800,0.0,0.0,0.0,0.0,0.0,At-Risk
CA5400602,Ground water,78,-118.951135613802,36.04587823030668,50,279,4.58,0.0,0.0,0.0,1.0,At-Risk
CA1500525,Ground water,71,-118.3384644909844,35.636555731898966,120,120,0.0,20.0,0.0,20.0,0.0,Failing
CA1502247,Ground water,63,-118.154407951045,34.86355015285693,115,82,-0.28695652173913044,13.0,0.0,13.0,0.0,Failing
CA4300578,Ground water,15,-121.50022537455165,37.01883609669911,52,52,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA1000405,Ground water,15,-119.3773136969599,36.819188457624605,24,25,0.041666666666666664,0.0,0.0,0.0,0.0,Potentially At-Risk
CA5410050,Ground water,394,-119.48729590834314,35.88772842158048,1026,1026,0.0,16.0,0.0,16.0,5.0,At-Risk
CA4210011,Purchased water,22634,-120.4408814683584,34.934288496711495,100306,107407,0.0707933722808207,0.0,0.0,0.0,2.0,Not Assessed
CA2701687,Ground water,46,-121.08447367956568,35.94191185734581,120,120,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk
CA2701935,Ground water,19,-121.66854189798492,36.54494883924055,45,45,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3500581,Ground water,30,-121.3626522221196,36.91705765027723,96,96,0.0,0.0,0.0,0.0,3.0,Potentially At-Risk
CA3100014,Ground water,31,-120.76232036554605,39.05371070909423,150,150,0.0,0.0,0.0,0.0,1.0,At-Risk
CA5400660,Ground water,19,-118.89598011316212,36.08395181321191,40,80,1.0,0.0,0.0,0.0,0.0,At-Risk
CA0610002,Ground water,2205,-122.01101432327276,39.20680789572999,5625,6175,0.09777777777777778,0.0,0.0,0.0,0.0,Failing
CA3710014,Purchased water,44372,-117.30837326598552,33.22465239804048,171183,178021,0.03994555534135983,0.0,0.0,0.0,0.0,Not Assessed
CA4410013,Ground water,3863,-122.00622344584326,37.06234897263956,10509,10709,0.01903130649919117,0.0,0.0,0.0,0.0,Not At-Risk
CA2100519,Surface water,145,-122.96464983356164,38.25721736986196,125,186,0.488,3.0,0.0,3.0,0.0,Not At-Risk
CA1700596,Ground water,44,-123.00586908158373,39.16992246899939,65,65,0.0,0.0,0.0,0.0,1.0,At-Risk
CA1500478,Ground water,117,-118.26783625404858,35.652940456199296,302,386,0.2781456953642384,1.0,0.0,1.0,0.0,Not At-Risk
CA1503669,Ground water,10,-119.1954861852232,35.367832953455,33,28,-0.15151515151515152,0.0,0.0,0.0,0.0,Failing
CA1502600,Ground water,23,-119.18719009144108,35.37378516419682,51,64,0.2549019607843137,0.0,0.0,0.0,1.0,Potentially At-Risk
CA0910006,Surface water,621,-120.53486791591855,38.63594844120297,1300,1300,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk
CA1910154,Purchased water,6193,-118.15717081451965,34.110228526802885,26174,26174,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA2701789,Ground water,27,-121.63862096354129,36.7946342148721,108,108,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA2700606,Ground water,31,-121.17703323635592,36.04510913787874,75,75,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA1010007,Surface water,136972,-119.79258715873688,36.77967734021172,524320,541990,0.033700793408605434,0.0,0.0,0.0,1.0,Not Assessed
CA0810003,Purchased water,696,-124.1622393420683,41.7536901728628,1600,1600,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA1500341,Ground water,180,-118.54428205157237,35.731120401737655,60,60,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA4200618,Ground water,48,-120.08807198744604,34.73194587079254,150,300,1.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3610850,Ground water,1912,-117.67355503082308,33.97754359460312,10667,10667,0.0,1.0,0.0,1.0,4.0,At-Risk
CA2701279,Surface water,32,-121.7626487931108,36.22379796965176,129,129,0.0,0.0,1.0,1.0,1.0,At-Risk
CA2700548,Ground water,40,-121.7378790229851,36.7956008654063,120,120,0.0,0.0,0.0,0.0,0.0,At-Risk
CA2700738,Ground water,34,-121.674156771553,36.82915941415593,100,100,0.0,18.0,0.0,18.0,0.0,At-Risk
CA2701956,Ground water,22,-121.64227255522856,36.86641405998196,66,66,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA2701742,Ground water,50,-121.18273562892657,36.26497213621106,290,150,-0.4827586206896552,0.0,0.0,0.0,0.0,Not At-Risk
CA2701403,Ground water,17,-121.31779024557608,36.4357471962497,65,36,-0.4461538461538462,0.0,0.0,0.0,0.0,Not At-Risk
CA2701036,Ground water,20,-121.25906869815218,36.31539438305728,60,60,0.0,19.0,0.0,19.0,0.0,Failing
CA2701498,Ground water,29,-121.71103692923472,36.81865424500581,75,75,0.0,0.0,0.0,0.0,0.0,At-Risk
CA2701820,Ground water,19,-121.4601043373154,36.51792514347096,60,60,0.0,3.0,0.0,3.0,1.0,Failing
CA1000053,Ground water,156,-119.93099187141692,36.43291625191545,660,660,0.0,9.0,0.0,9.0,0.0,Potentially At-Risk
CA0910019,Surface water,139,-119.94666487280416,38.9583552161015,1000,1554,0.554,0.0,0.0,0.0,0.0,Not At-Risk
CA0707519,Ground water,58,-121.6525774743546,38.01174953587598,49,49,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA0707597,Ground water,24,-121.62928800034464,38.00619007019319,94,67,-0.2872340425531915,0.0,0.0,0.0,1.0,Potentially At-Risk
CA5510851,Surface water,578,-120.53798116548104,37.893511010493874,3158,3885,0.23020899303356554,4.0,0.0,4.0,0.0,Potentially At-Risk
CA1009120,Ground water,43,-119.97901186968548,36.58343246598893,85,105,0.23529411764705882,0.0,0.0,0.0,0.0,At-Risk
CA2300591,Surface water,124,-123.28144684612462,39.3765408286435,310,310,0.0,0.0,0.0,0.0,3.0,Not At-Risk
CA1000244,Ground water,65,-119.73825476747336,36.653407544976176,160,160,0.0,0.0,0.0,0.0,2.0,Potentially At-Risk
CA4010016,Ground water,2772,-120.83176180817637,35.32407890302621,7086,7086,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA3600386,Ground water,33,-116.85029338167706,34.90940320731812,135,135,0.0,0.0,0.0,0.0,1.0,At-Risk
CA5301002,Surface water,231,-122.80135901072327,40.70975815287236,250,701,1.804,0.0,0.0,0.0,0.0,Not At-Risk
CA1910140,Surface water,3128,-118.12788744847704,34.18884322893591,9600,9600,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3103835,Surface water,152,-121.1487146348504,38.77096181388402,499,499,0.0,0.0,0.0,0.0,2.0,Not At-Risk
CA4210013,Purchased water,2190,-120.1403514570485,34.5930094688614,5292,5792,0.0944822373393802,0.0,0.0,0.0,0.0,Not At-Risk
CA3901304,Ground water,15,-121.25410673530295,38.0597689245741,39,39,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA1910079,Purchased water,9112,-118.20223229817078,33.925130934006,65965,66967,0.015189873417721518,0.0,0.0,0.0,1.0,Not At-Risk
CA3710002,Purchased water,21927,-117.17089782518026,33.15733048053108,94871,105513,0.11217337226338923,0.0,0.0,0.0,0.0,Not Assessed
CA4010019,Ground water,2957,-120.7146585453047,35.55573582923718,6800,9322,0.3708823529411765,0.0,0.0,0.0,1.0,Not At-Risk
CA3301990,Ground water,113,-116.17036978213794,33.65261667015978,316,316,0.0,0.0,0.0,0.0,4.0,Failing
CA1510002,Purchased water,627,-117.65335669753044,35.00476896909061,2253,2253,0.0,7.0,0.0,7.0,6.0,Potentially At-Risk
CA3610041,Surface water,46970,-117.46497687257228,34.09186527108599,215520,237000,0.09966592427616927,0.0,0.0,0.0,0.0,Not Assessed
CA1910034,Ground water,23010,-118.13114262956772,33.93772753222183,112585,112214,-0.0032952880046187324,0.0,1.0,1.0,0.0,Not Assessed
CA3510002,Ground water,834,-121.53822543182991,36.84562577977665,1720,2335,0.35755813953488375,3.0,0.0,3.0,0.0,Potentially At-Risk
CA3600209,Purchased water,33,-117.09693373064628,34.07311325179255,160,160,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA2700787,Ground water,125,-121.70490360377488,36.891212138353815,438,438,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA2700771,Ground water,34,-121.77426527882564,36.83079631275044,200,200,0.0,22.0,0.0,22.0,0.0,Failing
CA2701515,Ground water,143,-121.78736101589828,36.80443628090927,402,402,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA2701670,Ground water,31,-121.65602852718597,36.81892696941255,81,81,0.0,0.0,0.0,0.0,0.0,At-Risk
CA2702094,Ground water,21,-121.68156728734614,36.76934138952981,60,60,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk
CA2702007,Ground water,48,-121.6315020712858,36.80503555089043,164,164,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA1400056,Ground water,21,-118.44282113882342,37.36265023721242,130,59,-0.5461538461538461,0.0,0.0,0.0,2.0,Not At-Risk
CA4400599,Ground water,65,-121.83573679571936,36.89526190576567,150,150,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA4400502,Ground water,186,-121.8887921580842,37.00044179815254,552,614,0.11231884057971014,0.0,0.0,0.0,0.0,Not At-Risk
CA2110350,Purchased water,227,-122.50507594556004,37.831288269256994,200,18447,91.235,0.0,0.0,0.0,0.0,Not At-Risk
CA2110003,Surface water,20071,-122.6581562892737,38.111009421269685,61500,61500,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA2110006,Ground water,764,-122.80631141351324,38.07633342153407,1700,1700,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3900559,Ground water,16,-121.25901142940243,38.16206268102614,40,40,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3900637,Ground water,63,-121.2426542482313,37.97261754578503,120,120,0.0,0.0,0.0,0.0,0.0,At-Risk
CA3900755,Ground water,49,-121.17157640930844,37.99460859370255,120,120,0.0,0.0,0.0,0.0,0.0,At-Risk
CA3900579,Ground water,19,-121.2197177347754,37.898762389560005,50,50,0.0,20.0,0.0,20.0,0.0,Failing
CA3610011,Purchased water,739,-117.3243218372508,34.255080283711386,2500,2511,0.0044,0.0,0.0,0.0,0.0,Not At-Risk
CA1700592,Ground water,99,-122.74258577877474,38.975410497036016,99,99,0.0,0.0,0.0,0.0,2.0,Not At-Risk
CA4400572,Ground water,67,-122.0240887011114,37.08550001835791,65,182,1.8,0.0,0.0,0.0,0.0,Not At-Risk
CA4400664,Ground water,7,-121.67869061885249,36.91102927387508,150,150,0.0,0.0,0.0,0.0,0.0,Failing
CA3900653,Ground water,73,-121.29018027441045,37.77060812843984,150,150,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3900732,Ground water,15,-121.23297488040588,37.9278049077169,35,35,0.0,0.0,0.0,0.0,0.0,At-Risk
CA2210905,Surface water,66,-120.276412988428,37.61888077866757,286,282,-0.013986013986013986,1.0,0.0,1.0,0.0,Not At-Risk
CA0409183,Ground water,86,-121.879620502642,39.80247917666158,120,120,0.0,0.0,0.0,0.0,2.0,Not At-Risk
CA1910013,Purchased water,7087,-118.1245217175522,33.88208169280987,46000,46300,0.006521739130434782,0.0,0.0,0.0,1.0,Not At-Risk
CA0900102,Ground water,40,-120.84559169608865,38.56301943164501,100,100,0.0,3.0,0.0,3.0,1.0,At-Risk
CA0409181,Ground water,23,-121.6647721098256,39.73501142065669,50,50,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA0300010,Unknown source,66,-120.8629566861934,38.43918923131058,136,214,0.5735294117647058,0.0,0.0,0.0,0.0,Not At-Risk
CA3010100,Purchased water,4368,-118.04134610676932,33.850868293406464,16500,15948,-0.03345454545454545,0.0,0.0,0.0,2.0,Not At-Risk
CA4910021,Ground water,1215,-123.04043915496383,38.32216151199074,1423,1068,-0.2494729444834856,0.0,0.0,0.0,1.0,Not At-Risk
CA3901114,Ground water,76,-121.45653698877705,38.05693785160825,200,200,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3900991,Ground water,14,-121.461189688056,37.74366161516109,40,40,0.0,0.0,0.0,0.0,0.0,At-Risk
CA3410018,Ground water,4621,-121.44794412323198,38.699630915322246,13386,14381,0.07433139100552816,0.0,0.0,0.0,0.0,Not At-Risk
CA4900533,Ground water,21,-122.55166536185186,38.39359901895356,59,59,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA4500013,Ground water,112,-122.3891162743852,40.88774108066693,250,310,0.24,0.0,0.0,0.0,0.0,Not At-Risk
CA5810700,Ground water,841,-121.3921985329678,39.12313868371859,7133,7252,0.016683022571148183,0.0,0.0,0.0,0.0,Not At-Risk
CA4300577,Ground water,37,-121.57871259634936,37.118695506848965,112,103,-0.08035714285714286,0.0,0.0,0.0,0.0,Not At-Risk
CA2310007,Surface water,1059,-123.54879936151742,38.80040885340334,2630,2593,-0.014068441064638783,0.0,0.0,0.0,1.0,Not At-Risk
CA2700522,Ground water,146,-121.67124512532035,36.79154368868373,400,400,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA1010053,Ground water,220,-119.31707955454738,37.10697410754148,720,1230,0.7083333333333334,0.0,0.0,0.0,4.0,Not At-Risk
CA4900721,Surface water,194,-122.77633601182178,38.51933306000648,320,342,0.06875,0.0,0.0,0.0,0.0,Not At-Risk
CA5010009,Ground water,1370,-120.9125603939729,37.55848611810147,4805,5999,0.24849115504682623,14.0,0.0,14.0,0.0,Failing
CA2110502,Ground water,7,-122.97004229105232,38.04757409719823,55,55,0.0,0.0,0.0,0.0,36.0,Not At-Risk
CA1400135,Ground water,48,-118.41585622728532,37.38619731949333,129,129,0.0,0.0,0.0,0.0,1.0,Failing
CA3900844,Ground water,2,-121.17958559677402,38.13878612696025,75,75,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA5000049,Ground water,32,-120.82254072557178,37.77398581834682,64,64,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3901213,Ground water,12,-121.21766233141824,37.89859980368383,30,30,0.0,20.0,0.0,20.0,0.0,Failing
CA3301055,Ground water,12,-116.97115414682526,33.90957547291028,354,264,-0.2542372881355932,0.0,0.0,0.0,0.0,Not At-Risk
CA4500195,Ground water,165,-121.79645315321328,40.52144874227599,510,510,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA4500303,Ground water,34,-122.29707353001034,40.482809059900816,97,95,-0.020618556701030927,0.0,0.0,0.0,0.0,Not At-Risk
CA1910065,Purchased water,88879,-118.16392909840894,33.79671940934725,472779,472217,-0.0011887160808749966,0.0,0.0,0.0,1.0,Not Assessed
CA0103040,Ground water,19,-122.02730339372611,37.73436359242151,50,50,0.0,0.0,0.0,0.0,52.0,Not At-Risk
CA2410009,Ground water,21988,-120.47184018138282,37.31265162176685,80608,87110,0.08066196903533147,0.0,0.0,0.0,0.0,Not At-Risk
CA1910002,Ground water,627,-118.08009286322124,34.066160563218816,3134,3134,0.0,0.0,0.0,0.0,0.0,At-Risk
CA4100510,Ground water,17,-122.29410210296577,37.31431071830933,43,43,0.0,0.0,1.0,1.0,1.0,Potentially At-Risk
CA0510004,Surface water,48,-120.4560912860178,38.17541048991445,134,134,0.0,0.0,0.0,0.0,0.0,At-Risk
CA0510019,Ground water,110,-120.95831830860082,38.19720972209095,340,340,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA0510005,Surface water,584,-120.53780907542428,38.40418589133964,1588,988,-0.3778337531486146,0.0,0.0,0.0,0.0,Not At-Risk
CA0510006,Surface water,3858,-120.83814036522496,38.155426518491,13756,9592,-0.3027042744984007,0.0,0.0,0.0,0.0,Not At-Risk
CA0510016,Surface water,5989,-120.35011195588004,38.25552726618785,21397,12484,-0.41655372248446043,3.0,0.0,3.0,0.0,Failing
CA0510017,Surface water,2664,-120.62924154752372,37.92909383683454,7092,4416,-0.377326565143824,0.0,0.0,0.0,0.0,Not At-Risk
CA4900723,Ground water,127,-122.78583591428612,38.536153353532406,188,188,0.0,0.0,0.0,0.0,0.0,At-Risk
CA1510023,Ground water,390,-119.00105609860772,34.81555140448963,945,1103,0.1671957671957672,9.0,0.0,9.0,1.0,At-Risk
CA3500912,Ground water,33,-121.35146828074076,36.9313533695414,100,100,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3400172,Ground water,198,-121.4124185818165,38.4982815179332,525,525,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3400135,Ground water,64,-121.56880105142456,38.098417434809576,150,150,0.0,0.0,0.0,0.0,0.0,At-Risk
CA3400125,Ground water,27,-121.49930088606638,38.46124534445509,42,42,0.0,1.0,0.0,1.0,0.0,Not At-Risk
CA3400397,Ground water,28,-121.40423678461164,38.4409614323478,32,32,0.0,0.0,0.0,0.0,1.0,Potentially At-Risk
CA3400401,Ground water,44,-121.42619337701232,38.48741638950359,44,44,0.0,0.0,0.0,0.0,1.0,Potentially At-Risk
CA3400155,Ground water,18,-121.56729353221608,38.33106707754024,54,54,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA3301280,Ground water,30,-116.98651994732752,33.8347248605757,500,500,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3303003,Ground water,38,-116.27505082454698,33.75561154379697,50,50,0.0,0.0,0.0,0.0,2.0,Potentially At-Risk
CA4900578,Ground water,64,-123.07546708751433,38.37351287563759,100,280,1.8,0.0,0.0,0.0,0.0,Not At-Risk
CA1502690,Ground water,36,-117.76341451817004,35.64005210313114,100,119,0.19,0.0,0.0,0.0,0.0,Not At-Risk
CA5410015,Ground water,19583,-119.33603551478294,36.203535185546286,62363,65982,0.058031204400044896,0.0,0.0,0.0,1.0,At-Risk
CA1502620,Ground water,18,-119.3290145696635,35.7186603418362,48,48,0.0,3.0,0.0,3.0,0.0,At-Risk
CA3301107,Ground water,188,-116.19703273654032,33.70201732794874,300,300,0.0,0.0,0.0,0.0,1.0,At-Risk
CA3301115,Purchased water,37,-115.7201716891279,33.6627108550286,53,534,9.075471698113208,0.0,0.0,0.0,0.0,Potentially At-Risk
CA3400179,Ground water,199,-121.37998322857358,38.65858236074406,700,700,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3400191,Ground water,136,-121.37963778925152,38.65640410413512,262,262,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA2400128,Ground water,23,-120.83449215083182,37.43936117164323,56,64,0.14285714285714285,0.0,0.0,0.0,0.0,Potentially At-Risk
CA4900798,Ground water,111,-122.71103979691682,38.408229387015744,250,250,0.0,0.0,0.0,0.0,0.0,At-Risk
CA4000716,Ground water,29,-120.70697450610558,35.19093748964833,65,75,0.15384615384615385,0.0,0.0,0.0,0.0,Not At-Risk
CA2900502,Ground water,46,-120.0216135044138,39.39379174868997,100,75,-0.25,0.0,0.0,0.0,1.0,Failing
CA4500007,Ground water,108,-122.33756110692175,40.46405714973445,294,356,0.2108843537414966,0.0,0.0,0.0,0.0,Not At-Risk
CA1510001,Ground water,4157,-118.83189746577872,35.20609975580484,20499,21851,0.0659544368017952,11.0,0.0,11.0,0.0,At-Risk
CA3600022,Ground water,109,-116.0728571629605,35.26548725974906,1000,1000,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA1200501,Surface water,79,-123.61252497323568,40.1737987674314,219,219,0.0,0.0,1.0,1.0,1.0,Potentially At-Risk
CA1500494,Ground water,20,-118.90148352087554,35.3336586670912,66,66,0.0,10.0,0.0,10.0,3.0,Failing
CA0410006,Surface water,6909,-121.45304108593956,39.49716256067542,22348,22780,0.019330588867012707,0.0,0.0,0.0,0.0,Not At-Risk
CA0410012,Surface water,22,-121.40100759109652,39.38957262290199,63,73,0.15873015873015872,0.0,0.0,0.0,0.0,Not At-Risk
CA4400571,Surface water,108,-122.19530781818231,37.013092762317896,350,350,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA4400595,Surface water,127,-121.95598712442442,37.124515840165365,375,419,0.11733333333333333,0.0,0.0,0.0,0.0,At-Risk
CA3500911,Ground water,22,-121.401281074741,36.81791994781312,65,69,0.06153846153846154,0.0,0.0,0.0,0.0,At-Risk
CA3400128,Ground water,45,-121.5975814766638,38.1071695715225,60,60,0.0,0.0,0.0,0.0,1.0,Potentially At-Risk
CA4500003,Ground water,91,-122.24361057764284,40.54208427420251,258,300,0.16279069767441862,0.0,0.0,0.0,3.0,Not At-Risk
CA1500251,Ground water,145,-118.44676659267871,35.78961151238521,336,336,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA1910064,Ground water,1352,-117.98824491286612,34.532492262153525,2900,3488,0.20275862068965517,0.0,0.0,0.0,1.0,Not At-Risk
CA1210013,Ground water,206,-124.04761113098778,40.82076970528362,80000,680,-0.9915,0.0,0.0,0.0,0.0,Not Assessed
CA1200592,Ground water,42,-124.13380074504164,41.155241926600034,140,112,-0.2,0.0,0.0,0.0,0.0,Not At-Risk
CA4310009,Purchased water,19377,-122.14648836882652,37.391369090312494,66932,69397,0.03682842287694974,0.0,0.0,0.0,0.0,Not At-Risk
CA1000298,Ground water,172,-119.79065991736076,36.873172147193976,300,300,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk
CA1210015,Ground water,931,-123.6303194357929,40.96608878591568,2500,1710,-0.316,0.0,1.0,1.0,0.0,Not At-Risk
CA3510001,Purchased water,7561,-121.40476727484784,36.86070426490559,36108,23358,-0.3531073446327684,2.0,0.0,2.0,0.0,Not At-Risk
CA3710016,Purchased water,8317,-117.16750349968898,33.3422130944266,19611,21841,0.11371169241752078,0.0,0.0,0.0,0.0,Not At-Risk
CA1700609,Surface water,24,-122.59843205445944,38.69656651908792,73,73,0.0,10.0,2.0,12.0,10.0,Failing
CA3610049,Ground water,7437,-116.09014146523596,34.1669944501835,18600,18795,0.010483870967741936,0.0,0.0,0.0,0.0,Potentially At-Risk
CA2701241,Ground water,9,-121.48833645656914,36.62676204005288,41,91,1.2195121951219512,22.0,0.0,22.0,0.0,Failing
CA3710004,Purchased water,1866,-117.26247354673627,32.963491189142445,4199,4268,0.016432483924743987,0.0,0.0,0.0,0.0,Not At-Risk
CA3010023,Purchased water,26365,-117.89340422708776,33.59685706391923,64465,67134,0.0414023113317304,0.0,0.0,0.0,0.0,Not At-Risk
CA3710008,Purchased water,9132,-117.26283754872146,33.407673159415715,34096,35237,0.03346433599249179,0.0,0.0,0.0,0.0,Not At-Risk
CA5805001,Ground water,2669,-121.55658039768824,39.02499579990358,6600,8807,0.3343939393939394,0.0,0.0,0.0,0.0,Not At-Risk
CA5810003,Ground water,4765,-121.55218602701052,39.06543324562397,13738,15579,0.13400786140631823,0.0,0.0,0.0,0.0,Not At-Risk
CA4310005,Purchased water,16479,-121.89852319687978,37.43248243165194,72606,74865,0.031113131146186267,0.0,0.0,0.0,0.0,Not At-Risk
CA4700880,Surface water,83,-122.32407796046918,41.284678867790085,100,100,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA1300018,Surface water,48,-115.38545488955496,32.68421094769068,1800,1800,0.0,2.0,0.0,2.0,0.0,Potentially At-Risk
CA4300563,Purchased water,90,-121.7635042494463,37.34134034759707,300,300,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA3910009,Ground water,292,-121.42419357908253,38.22589385194391,957,1033,0.0794148380355277,0.0,0.0,0.0,0.0,At-Risk
CA3901348,Ground water,355,-121.40584757610836,37.70280832624668,50,1172,22.44,0.0,0.0,0.0,0.0,Not Assessed
CA3910002,Purchased water,558,-121.33438190840052,38.02469701200083,1851,1953,0.055105348460291734,0.0,0.0,0.0,0.0,Not At-Risk
CA4200924,Ground water,20,-120.09386437806188,34.48047164755644,40,40,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3910014,Ground water,329,-121.2125852139322,37.83024181184937,1086,1082,-0.003683241252302026,0.0,0.0,0.0,0.0,Failing
CA3910017,Ground water,1151,-121.31328216548374,37.809602219987546,3640,3800,0.04395604395604396,0.0,0.0,0.0,0.0,Not At-Risk
CA3910024,Ground water,258,-121.25133724104704,38.04728254046923,861,903,0.04878048780487805,0.0,0.0,0.0,0.0,Not At-Risk
CA3910010,Purchased water,1815,-121.33598316441974,38.00519410162363,5865,5990,0.021312872975277068,0.0,0.0,0.0,0.0,Not At-Risk
CA4410011,Surface water,14474,-121.77768912344766,36.9422092107729,65739,65384,-0.005400142989701699,0.0,0.0,0.0,0.0,Potentially At-Risk
CA4900513,Ground water,23,-122.72941181902608,38.33129556787094,95,76,-0.2,0.0,0.0,0.0,0.0,Not At-Risk
CA3610034,Purchased water,38846,-117.60767486142278,34.038349184731935,167382,185010,0.10531598379754095,0.0,0.0,0.0,0.0,Not Assessed
CA2100549,Ground water,10,-122.88008898102042,38.25247427347449,35,35,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA3410016,Purchased water,5684,-121.22123339641608,38.684828066061925,15200,18005,0.18453947368421053,0.0,0.0,0.0,0.0,Not At-Risk
CA4900608,Ground water,22,-123.0151764548598,38.78860273395491,66,66,0.0,0.0,1.0,1.0,0.0,Failing
CA0800548,Ground water,59,-124.04149916722464,41.53022480068914,100,100,0.0,0.0,1.0,1.0,0.0,Not At-Risk
CA3010042,Purchased water,12347,-117.72632503884633,33.492928615440846,1000000,34232,-0.965768,0.0,0.0,0.0,0.0,Not At-Risk
CA2701046,Ground water,42,-121.37638139314302,36.45853078348443,126,126,0.0,0.0,0.0,0.0,3.0,Not At-Risk
CA4110020,Ground water,692,-122.14714919704288,37.46768115603914,2500,2900,0.16,1.0,0.0,1.0,1.0,Potentially At-Risk
CA1700589,Ground water,24,-123.01285487924454,39.16971396558704,38,32,-0.15789473684210525,0.0,0.0,0.0,0.0,At-Risk
CA5403113,Ground water,39,-118.90282742842643,36.429325824141216,76,92,0.21052631578947367,0.0,0.0,0.0,0.0,Not At-Risk
CA4900647,Surface water,136,-123.0677816976444,38.386296571985,370,435,0.17567567567567569,0.0,0.0,0.0,0.0,Not At-Risk
CA4910008,Ground water,1253,-122.92040080891334,38.49823499917668,3509,4150,0.18267312624679397,0.0,0.0,0.0,0.0,Not At-Risk
CA4300997,Purchased water,300,-122.05250809016532,37.41788436304466,5300,5300,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA5210004,Ground water,4870,-122.2380505638916,40.17027041563829,14076,14076,0.0,0.0,0.0,0.0,1.0,Potentially At-Risk
CA3600504,Ground water,25,-116.16386594492832,34.72443998766457,500,500,0.0,38.0,0.0,38.0,1.0,Failing
CA3600156,Ground water,69,-116.96883964245433,34.44330110682304,275,275,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA3600196,Ground water,120,-116.49851815149958,34.15518676583759,625,400,-0.36,33.0,0.0,33.0,0.0,Not At-Risk
CA3600226,Ground water,84,-116.55723742677976,34.06556062969788,450,450,0.0,21.0,0.0,21.0,0.0,Failing
CA3600114,Ground water,165,-116.5566785169231,34.081631813773214,695,695,0.0,24.0,0.0,24.0,0.0,Failing
CA3600220,Ground water,147,-117.3339242201866,34.59703993300562,700,544,-0.22285714285714286,0.0,0.0,0.0,0.0,Potentially At-Risk
CA3310047,Ground water,969,-116.79197681262592,33.92602588814137,2535,2588,0.020907297830374753,0.0,0.0,0.0,0.0,Not At-Risk
CA3200150,Ground water,113,-121.10388364454224,40.27667309586872,250,250,0.0,0.0,0.0,0.0,0.0,Not Assessed
CA5710004,Ground water,287,-121.7217709189336,38.79743813093511,1300,1300,0.0,4.0,0.0,4.0,0.0,At-Risk
CA3600008,Ground water,218,-117.15955098494126,34.45027597644916,693,729,0.05194805194805195,0.0,0.0,0.0,1.0,Not At-Risk
